Kode,Provinsi,Kabupaten,Jenjang,Baik,Rusak_Ringan,Rusak_Sedang,Rusak_Berat,Jumlah,pct_Baik,pct_Rusak_Ringan,pct_Rusak_Sedang,pct_Rusak_Berat,Rasio_siswa,Rasio_ruang_kelas,pct_anggaran_2016
7472,"Kota Baubau, Sulawesi Tenggara",Kota,SD,346,210,9,60,625, 55.4 , 33.6 , 1.4 , 9.6 ,286.78,7.88,14.1
7471,"Kota Kendari, Sulawesi Tenggara",Kota,SD,410,585,97,145,1237, 33.1 , 47.3 , 7.8 , 11.7 ,297.61,7.76,11.1
7101,"Kab. Bolaang Mongondow, Sulawesi Utara",Kab,SD,246,725,147,301,1419, 17.3 , 51.1 , 10.4 , 21.2 ,127.22,5.04,9.5
7103,"Kab. Kep. Sangihe, Sulawesi Utara",Kab,SD,420,636,74,155,1285, 32.7 , 49.5 , 5.8 , 12.1 ,57.29,6.02,10.1
7104,"Kab. Kepulauan Talaud, Sulawesi Utara",Kab,SD,155,401,74,98,728, 21.3 , 55.1 , 10.2 , 13.5 ,84,4.39,14.1
7102,"Kab. Minahasa, Sulawesi Utara",Kab,SD,662,1017,177,275,2131, 31.1 , 47.7 , 8.3 , 12.9 ,90.27,6.1,9.8
7105,"Kab. Minahasa Selatan, Sulawesi Utara",Kab,SD,745,513,83,92,1433, 52.0 , 35.8 , 5.8 , 6.4 ,98.56,5.55,9.3
7109,"Kab. Minahasa Tenggara, Sulawesi Utara",Kab,SD,136,322,59,87,604, 22.5 , 53.3 , 9.8 , 14.4 ,141.4,6.33,8.5
7106,"Kab. Minahasa Utara, Sulawesi Utara",Kab,SD,373,623,96,169,1261, 29.6 , 49.4 , 7.6 , 13.4 ,114.59,6.36,7.9
7172,"Kota Bitung, Sulawesi Utara",Kota,SD,389,365,20,55,829, 46.9 , 44.0 , 2.4 , 6.6 ,204.23,7.54,11.1
7174,"Kota Kotamobagu, Sulawesi Utara",Kota,SD,194,190,30,74,488, 39.8 , 38.9 , 6.1 , 15.2 ,171.13,6.07,11
7171,"Kota Manado, Sulawesi Utara",Kota,SD,669,999,77,99,1844, 36.3 , 54.2 , 4.2 , 5.4 ,178.46,6.53,13.3
7173,"Kota Tomohon, Sulawesi Utara",Kota,SD,154,274,21,9,458, 33.6 , 59.8 , 4.6 , 2.0 ,142.25,6.83,9.5
1307,"Kab. Agam, Sumatera Barat",Kab,SD,863,1842,158,166,3029, 28.5 , 60.8 , 5.2 , 5.5 ,129.44,6.53,24
1311,"Kab. Dharmasraya, Sumatera Barat",Kab,SD,393,743,43,97,1276, 30.8 , 58.2 , 3.4 , 7.6 ,183.11,7.61,14.2
1301,"Kab. Kepulauan Mentawai, Sumatera Barat",Kab,SD,154,558,93,97,902, 17.1 , 61.9 , 10.3 , 10.8 ,131.01,6.71,15.9
1308,"Kab. Lima Puluh Koto, Sumatera Barat",Kab,SD,578,1451,274,199,2502, 23.1 , 58.0 , 11.0 , 8.0 ,124.9,6.16,18.4
1306,"Kab. Padang Pariaman, Sumatera Barat",Kab,SD,840,1601,108,124,2673, 31.4 , 59.9 , 4.0 , 4.6 ,133.58,6.41,22
1309,"Kab. Pasaman, Sumatera Barat",Kab,SD,496,1182,109,113,1900, 26.1 , 62.2 , 5.7 , 5.9 ,163.2,7.04,17.6
1312,"Kab. Pasaman Barat, Sumatera Barat",Kab,SD,487,1327,138,255,2207, 22.1 , 60.1 , 6.3 , 11.6 ,215.22,7.57,19.1
1302,"Kab. Pesisir Selatan, Sumatera Barat",Kab,SD,555,1806,209,191,2761, 20.1 , 65.4 , 7.6 , 6.9 ,154.25,6.62,19.1
1304,"Kab. Sijunjung, Sumatera Barat",Kab,SD,541,818,75,55,1489, 36.3 , 54.9 , 5.0 , 3.7 ,151.44,6.9,18.2
1303,"Kab. Solok, Sumatera Barat",Kab,SD,499,1551,179,257,2486, 20.1 , 62.4 , 7.2 , 10.3 ,144.53,6.57,17.4
1310,"Kab. Solok Selatan, Sumatera Barat",Kab,SD,138,686,121,117,1062, 13.0 , 64.6 , 11.4 , 11.0 ,139.72,6.8,14
1305,"Kab. Tanah Datar, Sumatera Barat",Kab,SD,637,1247,134,73,2091, 30.5 , 59.6 , 6.4 , 3.5 ,135.05,6.49,17.2
1375,"Kota Bukittinggi, Sumatera Barat",Kota,SD,252,322,20,12,606, 41.6 , 53.1 , 3.3 , 2.0 ,280.24,9.1,9.2
1371,"Kota Padang, Sumatera Barat",Kota,SD,1344,1588,77,61,3070, 43.8 , 51.7 , 2.5 , 2.0 ,228.67,7.22,19.7
1374,"Kota Padang Panjang, Sumatera Barat",Kota,SD,88,130,11,23,252, 34.9 , 51.6 , 4.4 , 9.1 ,166.92,6.53,14.1
1377,"Kota Pariaman, Sumatera Barat",Kota,SD,201,286,16,17,520, 38.7 , 55.0 , 3.1 , 3.3 ,140.57,6.49,12.3
1376,"Kota Payakumbuh, Sumatera Barat",Kota,SD,308,302,5,43,658, 46.8 , 45.9 , 0.8 , 6.5 ,229.54,8.34,12.6
1373,"Kota Sawah Lunto, Sumatera Barat",Kota,SD,150,174,28,24,376, 39.9 , 46.3 , 7.4 , 6.4 ,116.64,5.73,11
1372,"Kota Solok, Sumatera Barat",Kota,SD,161,171,5,19,356, 45.2 , 48.0 , 1.4 , 5.3 ,202.72,7.84,18.5
1607,"Kab. Banyuasin, Sumatera Selatan",Kab,SD,725,2006,255,446,3432, 21.1 , 58.4 , 7.4 , 13.0 ,198.99,5.91,10.2
1604,"Kab. Lahat, Sumatera Selatan",Kab,SD,431,1514,81,161,2187, 19.7 , 69.2 , 3.7 , 7.4 ,156.11,6.46,13.2
1603,"Kab. Muara Enim, Sumatera Selatan",Kab,SD,1158,1428,105,123,2814, 41.2 , 50.7 , 3.7 , 4.4 ,191.48,6.96,10.5
1606,"Kab. Musi Banyuasin, Sumatera Selatan",Kab,SD,1064,1847,225,335,3471, 30.7 , 53.2 , 6.5 , 9.7 ,187.13,6.97,15
1605,"Kab. Musi Rawas, Sumatera Selatan",Kab,SD,599,1262,108,206,2175, 27.5 , 58.0 , 5.0 , 9.5 ,150.06,6.48,10.1
1610,"Kab. Ogan Ilir, Sumatera Selatan",Kab,SD,249,1064,219,401,1933, 12.9 , 55.0 , 11.3 , 20.7 ,180.76,6.76,15.7
1602,"Kab. Ogan Komering Ilir, Sumatera Selatan",Kab,SD,673,2329,228,202,3432, 19.6 , 67.9 , 6.6 , 5.9 ,199.83,7.05,14.8
1601,"Kab. Ogan Komering Ulu, Sumatera Selatan",Kab,SD,472,906,66,102,1546, 30.5 , 58.6 , 4.3 , 6.6 ,217.13,6.89,12.3
1608,"Kab. Ogan Komering Ulu Selatan, Sumatera Selatan",Kab,SD,510,956,144,298,1908, 26.7 , 50.1 , 7.5 , 15.6 ,150.8,5.65,3.3
1609,"Kab. Ogan Komering Ulu Timur, Sumatera Selatan",Kab,SD,1093,1294,267,276,2930, 37.3 , 44.2 , 9.1 , 9.4 ,153.29,6.5,8.8
1674,"Kota Lubuk Linggau, Sumatera Selatan",Kota,SD,238,485,48,143,914, 26.0 , 53.1 , 5.3 , 15.6 ,277.1,8.33,13.5
1673,"Kota Pagar Alam, Sumatera Selatan",Kota,SD,246,324,10,11,591, 41.6 , 54.8 , 1.7 , 1.9 ,171.61,6.95,6.8
1671,"Kota Palembang, Sumatera Selatan",Kota,SD,1178,2200,282,404,4064, 29.0 , 54.1 , 6.9 , 9.9 ,432.48,8.96,22.3
1672,"Kota Prabumulih, Sumatera Selatan",Kota,SD,265,363,15,13,656, 40.4 , 55.3 , 2.3 , 2.0 ,240.82,6.3,7.4
1208,"Kab. Asahan, Sumatera Utara",Kab,SD,859,1963,148,259,3229, 26.6 , 60.8 , 4.6 , 8.0 ,188.54,6.81,13.9
1219,"Kab. Batubara, Sumatera Utara",Kab,SD,423,1178,118,106,1825, 23.2 , 64.5 , 6.5 , 5.8 ,217.54,6.36,18.1
1212,"Kab. Deli Serdang, Sumatera Utara",Kab,SD,2646,3356,264,390,6656, 39.8 , 50.4 , 4.0 , 5.9 ,248.73,7.26,20.7
1211,"Kab. Karo, Sumatera Utara",Kab,SD,651,1082,131,225,2089, 31.2 , 51.8 , 6.3 , 10.8 ,166.72,5.96,14.6
1223,"Kab. Labuhan Batu Utara, Sumatera Utara",Kab,SD,584,1125,171,211,2091, 27.9 , 53.8 , 8.2 , 10.1 ,167.6,6.34,18.1
1202,"Kab. Mandailing Natal, Sumatera Utara",Kab,SD,761,1671,269,246,2947, 25.8 , 56.7 , 9.1 , 8.3 ,168.68,6.45,17.8
1220,"Kab. Padang Lawas utara, Sumatera Utara",Kab,SD,451,716,139,177,1483, 30.4 , 48.3 , 9.4 , 11.9 ,183.12,5.79,8.8
1216,"Kab. Pakpak Bharat, Sumatera Utara",Kab,SD,119,258,18,16,411, 29.0 , 62.8 , 4.4 , 3.9 ,112.91,6.81,0
1218,"Kab. Serdang Bedagai, Sumatera Utara",Kab,SD,916,1754,236,286,3192, 28.7 , 54.9 , 7.4 , 9.0 ,169.92,6.37,16.2
1203,"Kab. Tapanuli Selatan, Sumatera Utara",Kab,SD,411,1119,156,173,1859, 22.1 , 60.2 , 8.4 , 9.3 ,148.95,6.55,0
1205,"Kab. Tapanuli Utara, Sumatera Utara",Kab,SD,1007,1278,95,137,2517, 40.0 , 50.8 , 3.8 , 5.4 ,119.32,6.24,18.3
1206,"Kab. Toba Samosir, Sumatera Utara",Kab,SD,316,1081,81,77,1555, 20.3 , 69.5 , 5.2 , 5.0 ,122.82,6.55,17.4
1276,"Kota Binjai, Sumatera Utara",Kota,SD,493,693,60,52,1298, 38.0 , 53.4 , 4.6 , 4.0 ,205.15,7.19,12
1278,"Kota Gunungsitoli, Sumatera Utara",Kota,SD,69,529,152,115,865, 8.0 , 61.2 , 17.6 , 13.3 ,189.11,7.58,12.8
1275,"Kota Medan, Sumatera Utara",Kota,SD,4812,3248,92,216,8368, 57.5 , 38.8 , 1.1 , 2.6 ,315.58,8.74,8.7
1277,"Kota Padang Sidimpuan, Sumatera Utara",Kota,SD,233,552,45,48,878, 26.5 , 62.9 , 5.1 , 5.5 ,280.44,9.11,18.3
1273,"Kota Pematangsiantar, Sumatera Utara",Kota,SD,510,642,22,43,1217, 41.9 , 52.8 , 1.8 , 3.5 ,198.72,7.13,18.6
1274,"Kota Tebing Tinggi, Sumatera Utara",Kota,SD,467,167,20,25,679, 68.8 , 24.6 , 2.9 , 3.7 ,207.19,6.9,15.4
1107,"Kab. Aceh Barat, Aceh",Kab,SD,290,580,56,77,1003, 28.9 , 57.8 , 5.6 , 7.7 ,106.03,5.86,14.3
1112,"Kab. Aceh Barat Daya, Aceh",Kab,SD,108,341,99,133,681, 15.9 , 50.1 , 14.5 , 19.5 ,113.45,5.59,11.1
1108,"Kab. Aceh Besar, Aceh",Kab,SD,389,986,105,74,1554, 25.0 , 63.4 , 6.8 , 4.8 ,140.39,6.84,12.5
1116,"Kab. Aceh Jaya, Aceh",Kab,SD,139,406,38,52,635, 21.9 , 63.9 , 6.0 , 8.2 ,86.11,5.9,13.4
1103,"Kab. Aceh Selatan, Aceh",Kab,SD,198,755,179,199,1331, 14.9 , 56.7 , 13.4 , 15.0 ,100.68,5.44,14.2
1102,"Kab. Aceh Singkil, Aceh",Kab,SD,114,392,78,149,733, 15.6 , 53.5 , 10.6 , 20.3 ,160,6.26,10.3
1115,"Kab. Nagan Raya, Aceh",Kab,SD,199,533,64,61,857, 23.2 , 62.2 , 7.5 , 7.1 ,109.29,5.84,14.9
1101,"Kab. Simeulue, Aceh",Kab,SD,120,445,76,104,745, 16.1 , 59.7 , 10.2 , 14.0 ,93.5,5.38,13.1
1173,"Kota Langsa, Aceh",Kota,SD,126,374,46,62,608, 20.7 , 61.5 , 7.6 , 10.2 ,243.1,9.2,13.3
1172,"Kota Sabang, Aceh",Kota,SD,106,79,0,0,185, 57.3 , 42.7 , -   , -   ,152.48,7.16,13.6
1175,"Kota Subulussalam, Aceh",Kota,SD,181,281,51,60,573, 31.6 , 49.0 , 8.9 , 10.5 ,149.82,6.49,8.6
3101,"Kab. Kepulauan Seribu, D.K.I. Jakarta",Kab,SD,52,53,0,15,120, 43.3 , 44.2 , -   , 12.5 ,180.5,7.14,
